Time,base_load1,base_load2,base_load3,base_load4,base_load5,base_load6,base_load7,base_load8,base_load9,base_load10,base_load11,base_load12,base_load13,base_load14,base_load15
2488200,977.252197265625,273.700012207031,1125.9189453125,37,232,3920.98803710937,643,508.35220336914,628.700012207031,478,679.158996582031,378.075897216796,51,3029,377.823699951171
2488800,787.252197265625,297.700012207031,1125.9189453125,57.7294998168945,42,2888.38793945312,681,722.552185058593,628.700012207031,390,561.075927734375,491.452209472656,115,375,377.823699951171
2489400,787.252197265625,316.631286621093,970.607177734375,96.8237380981445,42,1657.43603515625,547.931274414062,874.552185058593,628.700012207031,467.739990234375,2006.47595214843,717.252197265625,2597.82397460937,187.600006103515,377.823699951171
2490000,787.252197265625,382.252197265625,1169.32702636718,168.823699951171,42,2662.64599609375,522.552185058593,722.552185058593,628.700012207031,634.158996582031,807.075927734375,539.075927734375,2677.3759765625,308.600006103515,390.823699951171
2490600,763.052185058593,426.252197265625,935.3671875,519.82373046875,42,2668.55200195312,522.552185058593,532.552185058593,628.700012207031,588.123718261718,670.075927734375,571.075927734375,294.375885009765,333,540.823669433593
2491200,666.252197265625,495.252197265625,1090.9189453125,551.82373046875,42,2668.55200195312,401.552185058593,1731.95202636718,700.700012207031,515.523681640625,639.075927734375,579.075927734375,415.375885009765,373,380.823699951171
2491800,678.075927734375,551.252197265625,1096.11901855468,528.82373046875,152,546.552185058593,292.375885009765,642.552185058593,731.700012207031,515.523681640625,677.075927734375,841.455078125,586.77587890625,494,188.458999633789
2492400,688.475891113281,396.252197265625,948.919372558593,490.823699951171,532,656.552185058593,292.375885009765,521.552185058593,538.700012207031,515.523681640625,829.075927734375,892.523681640625,1458.97595214843,532.790283203125,58
2493000,881.075927734375,517.252197265625,1138.9189453125,522.375915527343,232,668.375915527343,506.575897216796,464.681701660156,386.700012207031,651.923706054687,738.075927734375,782.523681640625,549.375915527343,740.375915527343,94.0237426757812
2493600,881.075927734375,517.252197265625,1138.9189453125,510.552185058593,42,1636.77600097656,603.375915527343,569.375915527343,507.700012207031,1945.92395019531,548.075927734375,586.475891113281,544.646423339843,895.375915527343,352.823699951171
2494200,729.075927734375,517.252197265625,1062.91906738281,510.552185058593,106.823699951171,424.375885009765,394.444610595703,879.82373046875,507.700012207031,1036.32397460937,623.075927734375,538.075927734375,549.375915527343,705.375915527343,339.823699951171
2494800,691.075927734375,564.320922851562,1348.71899414062,462.152191162109,146.823699951171,811.555114746093,381.823699951171,727.82373046875,507.700012207031,636.523681640625,716.075927734375,728.075927734375,549.375915527343,452.775909423828,379.823699951171
2495400,812.075927734375,627.252197265625,948.919372558593,389.552185058593,186.823699951171,424.375885009765,381.823699951171,531.375915527343,1707.09997558593,636.523681640625,685.075927734375,728.075927734375,499.555114746093,452.775909423828,411.375885009765
2496000,1211.8759765625,539.252197265625,935.919372558593,557.716918945312,266.823699951171,545.375915527343,502.823699951171,410.375885009765,628.700012207031,636.523681640625,561.075927734375,1337.67602539062,504.823699951171,1739.3759765625,491.375915527343
2496600,663.375915527343,517.252197265625,686.375915527343,591.375915527343,293.644592285156,2944.3759765625,491,531.375915527343,762.900024414062,596.523681640625,529.523681640625,582.075927734375,504.823699951171,409.281707763671,721.375915527343
2497200,663.375915527343,641.252197265625,699.375915527343,401.375885009765,699.375915527343,1518.17602539062,567,639.01123046875,896.075927734375,436.523712158203,719.523681640625,710.075927734375,614.82373046875,404.552215576171,600.375915527343
2497800,656.281677246093,672.252197265625,544.375915527343,401.375885009765,781.975891113281,1333.97595214843,651.531311035156,629.552185058593,696.075927734375,339.723693847656,697.299987792968,2006.8759765625,592.82373046875,715.552185058593,325.35220336914
2498400,651.552185058593,517.252197265625,734.375915527343,449.775909423828,601.01123046875,424.375885009765,636.552185058593,931.175903320312,672.075927734375,425.523712158203,1704.09997558593,693.075927734375,493,715.552185058593,312.575897216796
2499000,768.952209472656,917.052185058593,734.375915527343,522.375915527343,525.01123046875,1672.17602539062,532.01123046875,873.375915527343,672.075927734375,425.523712158203,504.700012207031,610.675903320312,505.620910644531,501.152191162109,409.375885009765
2499600,830.352172851562,559.052185058593,646.2958984375,522.375915527343,1726.77600097656,810.335876464843,534.375915527343,911.375915527343,672.075927734375,194.523696899414,659.700012207031,659.075927734375,524.552185058593,558.552185058593,482.575897216796
2500200,530.931274414062,627.252197265625,544.375915527343,522.375915527343,527.375915527343,681.075927734375,510.175903320312,531.375915527343,632.075927734375,182.699996948242,659.700012207031,735.075927734375,524.552185058593,533.310424804687,499.823699951171
2500800,543.552185058593,539.252197265625,544.375915527343,510.552185058593,527.375915527343,681.075927734375,534.375915527343,531.375915527343,351.075897216796,182.699996948242,511.794189453125,849.075927734375,524.552185058593,372,499.823699951171
2501400,503.552185058593,517.252197265625,491.375885009765,579.552185058593,495.823699951171,681.075927734375,534.375915527343,410.375885009765,181.458999633789,182.699996948242,408.144592285156,809.075927734375,451.952209472656,372,499.823699951171
2502000,343.552185058593,530.252197265625,486.375885009765,560.620910644531,709.423706054687,1968.47595214843,584.444580078125,1609.77600097656,410,182.699996948242,617.075927734375,547.075927734375,558.375915527343,434.399993896484,499.823699951171
2502600,221.552200317382,530.252197265625,474.552185058593,364.555114746093,872.175903320312,791.075927734375,571.82373046875,520.375915527343,396,182.699996948242,738.075927734375,527.475891113281,646.375915527343,563,678
2503200,221.552200317382,685.252197265625,326,280.375885009765,513.375915527343,681.075927734375,381.823699951171,558.375915527343,251,182.699996948242,947.875915527343,515.075927734375,602.375915527343,675.552185058593,709.552185058593
2503800,211.152206420898,685.252197265625,478,280.375885009765,273.552185058593,681.075927734375,367.065490722656,593.281677246093,51,292.700012207031,1747.47595214843,413.12368774414,530.065490722656,325.552185058593,398.552185058593
2504400,239.552200317382,540.5,405.399993896484,280.375885009765,1472.95202636718,681.075927734375,201.552200317382,790.375915527343,51,292.700012207031,703.075927734375,185.523696899414,504.823699951171,325.552185058593,349.752197265625
2505000,252.310394287109,487.700012207031,46,280.375885009765,273.552185058593,681.075927734375,177.35220336914,600.375915527343,51,182.699996948242,703.075927734375,173.699996948242,456.423706054687,325.552215576171,276.552215576171
2505600,170,346.700012207031,46,240.375900268554,273.552185058593,649.523681640625,80.5522003173828,410.375885009765,51,182.699996948242,548.075927734375,173.699996948242,311.223693847656,480.552185058593,397.552185058593
2506200,56,164.699996948242,46,118.375900268554,273.552185058593,637.700012207031,80.5522003173828,289.375885009765,51,182.699996948242,1704.09997558593,325.700012207031,262.823699951171,382.952209472656,357.552185058593
2506800,56,164.699996948242,46,231.729507446289,384,703.700012207031,270.552185058593,289.375885009765,51,182.699996948242,693.346374511718,363.700012207031,253.364700317382,279.552215576171,197.552200317382
2507400,56,164.699996948242,201,227,1741.40002441406,747.700012207031,270.552185058593,264.134185791015,234,182.699996948242,281.375885009765,397.700012207031,255,247.310394287109,197.552200317382
2508000,56,164.699996948242,201,37,582,476.700012207031,80.5522003173828,443.823699951171,396,182.699996948242,167.375900268554,283.700012207031,161,203,222.93130493164
2508600,56,164.699996948242,198,37,42,316.700012207031,61.6208801269531,557.82373046875,244,182.699996948242,91.3759384155273,328.700012207031,95,51,356
2509200,56,385.700012207031,236,37,42,316.700012207031,49,436,51,157,184.375900268554,328.700012207031,51,51,356
2509800,56,294,198,37,42,195.699996948242,49,557,51,157,246.375900268554,38,51,51,117.599998474121
2510400,246,51,46,37,42,195.699996948242,49,443,51,47,184.375900268554,38,51,51,45
2511000,246,29,46,37,42,195.699996948242,201,367,51,47,78.7550582885742,38,51,51,45
2511600,56,29,46,151,42,239.699996948242,239,766.799987792968,51,47,173.823699951171,38,51,320,45
2512200,56,29,46,227,342,305.700012207031,87,367,51,47,238,228,51,396,45
2512800,56,29,201,151,396,195.699996948242,49,481,241,47,200,338,117,165,45
2513400,56,29,201,37,232,195.699996948242,49,667,396,47,48,186,161,51,45
2514000,56,95,236,37,42,195.699996948242,49,510.200012207031,206,47,48,193,73,51,121
2514600,56,139,236,37,42,195.699996948242,49,360,51,157,203,193,51,51,235
2515200,56,206,84,37,42,195.699996948242,49,436,51,157,203,38,51,51,235
2515800,132,153,46,37,42,60,239,246,51,47,48,38,51,51,45
2516400,246,29,46,37,42,82,239,246,51,47,86,38,51,203,45
2517000,246,29,46,227,342,170,49,246,51,47,238,38,51,241,45
2517600,56,29,46,227,342,82,49,398,51,47,238,38,51,282,45
2518200,56,29,201,75,232,60,49,396,241,47,48,338,139,206,45
2518800,56,95,201,37,156,60,49,270,396,47,48,338,161,51,45
2519400,56,139,236,37,42,60,49,112,206,47,203,193,51,51,45
2520000,56,51,236,37,42,60,125,236,144,157,203,193,51,51,159
2520600,56,29,46,37,42,60,239,236,51,157,48,38,51,51,235
2521200,56,184,46,37,42,60,163,46,51,47,48,78,51,241,197
2521800,246,122,46,37,254,170,49,46,51,47,238,110,51,241,45
2522400,246,29,46,227,342,104,49,236,51,47,238,126,51,89,45
2523000,94,29,46,227,162,60,49,236,51,47,48,1041.59997558593,51,51,45
2523600,56,95,201,37,232,60,49,144,241,47,48,348,161,206,45
2524200,56,139,315,37,42,60,49,156,303,47,172,494,161,206,45
2524800,56,51,267,37,42,60,239,90,206,47,203,583,51,51,45
2525400,56,29,236,37,42,60,239,236,206,157,110,393,51,51,45
2526000,56,29,46,37,42,68,49,160,51,135,48,269,51,241,197
2526600,56,29,46,37,194,210,49,46,51,47,238,238,51,241,235
2527200,56.0000038146972,184,46,37,342,206,49,236,51,47,238,238,51,51,159
2527800,246,91,46,235,304,140,49,236,51,47,88,238,51,51,45
2528400,246,95,46,267,120,260,49,164,51,47,160,326,51,51,45
2529000,56,139,170,77,320,260,49,210,241,47,239,348,161,51,45
2529600,56,51,391,117,194,260,239,276,241,47,363,336,161,206,45
2530200,56,29,298,117,42,260,239,304,206,69,363,583,51,206,45
2530800,56,29,122,125,42,260,49,396,206,157,48,583,51,241,45
2531400,56,29,46,149,118,370,49,246,51,113,238,300,51,241,45
2532000,96,53,46,37,298,348,49,436,51,87,278,238,99,51,235
2532600,138.600006103515,109,46,75,342,260,49,436,51,127,166.600006103515,198,131,51,235
2533200,341,330,46,227,42,260,49,248.600006103515,51,207,181,38,171,51,121
2533800,419,250,46,227,194,260,201,259,51,247,261,148,179,99,45
2534400,343,115,235.800003051757,37,194,260,239,325,241,247,416,148,361,131,45
2535000,269,29,536,37,42,260,87,369,241,247,416,38,321,235,45
2535600,317.399993896484,29,530,37,42,260,89,449,206,291,261,345,51,596,45
2536200,390,29,231,37,42,404,161,449,206,492.700012207031,335,383,51,596,45
2536800,379.600006103515,29,167,37,232,404,180.823699951171,451.364685058593,113,426.700012207031,251,245,51,211,117
2537400,1625,29,167,37,342,294,220.823699951171,460.823699951171,51,382.700012207031,213,38,51,51,141
2538000,1632.80004882812,95,239,151,130,266.799987792968,228.823699951171,263.023712158203,51,503.700012207031,61,38,51,51,235
2538600,1388.40002441406,170,247,227,42,260,450.823699951171,257.823699951171,51,1703.09997558593,101,38,51,51,235
2539200,459,206,247,151,232,260,450.823699951171,331.423706054687,51.0000038146972,463.700012207031,245.600006103515,188,51,51,83
2539800,459,29,724.543518066406,37,80,260,268.62368774414,570.82373046875,241,303.700012207031,283,228,161,51,45
2540400,269,29,2184.14306640625,37,42,260,472.543701171875,592.82373046875,358,303.700012207031,159,158,161,241,45
2541000,229,29,977.543518066406,37,42,370,273.823699951171,661,333,369.700012207031,166,362,51,241,45
2541600,69,29,663.543518066406,37,232,370,271.459014892578,2813,419,413.700012207031,238,583,51,206,45
2542200,69,29,663.543518066406,37,342,233,262,2661,419,325.700012207031,238,552,51,206,45
2542800,56,95,663.543518066406,37,152,911.367309570312,298,380,232,182.699996948242,48,1475.40002441406,51,51,45
2543400,56,139,663.543518066406,227,42,1363.61206054687,401.600006103515,302.799987792968,224,343.700012207031,128,238,51,51,45
2544000,56,51,663.543518066406,227,42,1848.10803222656,336,206,211,383.700012207031,190,214,51,51,235
2544600,132,205.399993896484,663.543518066406,75,232,1920.7080078125,222,206,249,423.700012207031,323,276,51,51.0000038146972,235
2545200,246,357,905.495727539062,37,42,1920.7080078125,222,284,401,463.700012207031,292,148,161,241,45
2545800,246,202,987.095703125,37,42,1791.5849609375,228.800003051757,194,571.299987792968,463.700012207031,208,38,161,241,45
2546400,56,306.152191162109,911.095703125,37,232,887.095703125,256,426,467.700012207031,551.700012207031,398,131,51,51,45
2547000,56,354.552185058593,237.552200317382,37,254,764.474792480468,245.600006103515,326.399993896484,743.700012207031,573.700012207031,398,257,51,51,45
2547600,56,420.552185058593,237.552200317382,37,228,745.543518066406,433,1457,743.700012207031,342.700012207031,343.700012207031,519,51,206,45
2548200,244.699996948242,454.152191162109,237.552200317382,37,86,624.543518066406,399,1465,588.700012207031,342.700012207031,356.700012207031,388,51,206,45
2548800,1068.70007324218,499.252197265625,242.752197265625,227,42,624.543518066406,209,630.123718261718,588.700012207031,342.700012207031,356.700012207031,997.599975585937,51,51,45
2549400,2356.69995117187,458.320892333984,250.552200317382,227,156,624.543518066406,177,407.12368774414,601.700012207031,342.700012207031,511.700012207031,242,51,89,45
2550000,2376.52392578125,397.299987792968,231.620895385742,37,232,624.543518066406,49,2056.72412109375,677.700012207031,310.700012207031,511.700012207031,429,51,241,235
2550600,566.523681640625,417.700012207031,409,37,42,712.543518066406,49,564.27587890625,622.299987792968,182.699996948242,1556.69995117187,385,161,241,235
2551200,572.455078125,479.700012207031,1763.40002441406,37,194,734.543518066406,49,946.875915527343,473.700012207031,182.699996948242,2578.251953125,350.552185058593,139,51,45
2551800,433.075897216796,324.700012207031,422.399993896484,37,232,220,49,899.075927734375,359.700012207031,292.700012207031,2178.251953125,412.552185058593,51,51,45
2552400,395.075897216796,390.700012207031,340,37,304,364.3037109375,279,519.075927734375,514.700012207031,324.700012207031,1187.85205078125,505.552185058593,51,51,45
2553000,395.075897216796,434.700012207031,327,37,152,250.755096435546,279,637.475891113281,532.455078125,182.699996948242,388.252197265625,517.375915527343,51,51,45
2553600,395.075897216796,386.700012207031,418,37,42,263.375885009765,89,640.075927734375,461.075897216796,182.699996948242,388.252197265625,552.375915527343,51,206,45
2554200,516.075927734375,348.700012207031,490.600006103515,227,42,263.375885009765,194.552200317382,640.075927734375,390.075927734375,182.699996948242,664.252197265625,552.375915527343,51,282,45
2554800,513.711181640625,292.700012207031,539,227,232,263.375885009765,218.552200317382,640.075927734375,390.075897216796,182.699996948242,1463.85205078125,450.375885009765,51,241,45
2555400,517.252197265625,164.699996948242,577,37,118,297.375885009765,220.952194213867,716.075927734375,504.075897216796,47,509.252197265625,440.823699951171,73,203,45
2556000,504.631317138671,164.699996948242,632.200012207031,37,118,213.375900268554,243.152206420898,940.075927734375,979.875915527343,47,674.010375976562,352.823699951171,161,51,235
2556600,940.659973144531,288.700012207031,726.599975585937,37,232,103.375900268554,405.552185058593,1130.07604980468,463.711212158203,47,667.700012207031,362.375885009765,117,51,235
2557200,554.700012207031,385.700012207031,482,37,298,91.5522003173828,443.552185058593,798.523681640625,378.252197265625,157,553.700012207031,381.552185058593,51,51,45
2557800,364.700012207031,274.700012207031,327,37,152,91.5522003173828,291.552185058593,1008.32397460937,470.700012207031,157,348.899993896484,505.552185058593,51,51,45
2558400,354.299987792968,186.699996948242,327,37,42,60,253.552200317382,640.075927734375,1701.09997558593,47,343.700012207031,408.752197265625,51,51,45
2559000,351.700012207031,164.699996948242,198.199996948242,75,42,224.823699951171,230,645.711181640625,470.700012207031,47,436.700012207031,307.916900634765,51,165,45
2559600,351.700012207031,164.699996948242,46,227,42,272.823699951171,251.600006103515,633.652221679687,386.700012207031,47,530.252197265625,431.375885009765,51,396,45
2560200,351.700012207031,164.699996948242,46,227,232,356.823699951171,260.823699951171,624.252197265625,386.700012207031,47,508.252197265625,541.375915527343,51,320,45
2560800,756.243530273437,164.699996948242,198,69,42,430.823699951171,309.223693847656,724.252197265625,914.5,47,489.252197265625,319.823699951171,95,51,45
2561400,756.243530273437,164.699996948242,236,77,232,352.823699951171,531.82373046875,756.252197265625,536.700012207031,47,565.252197265625,330.823699951171,161,51,45.0000038146972
2562000,2228.64306640625,230.699996948242,353,117,232,352.823699951171,531.82373046875,794.252197265625,457.299987792968,47,527.252197265625,330.823699951171,95,51,235
2562600,1067.24304199218,429.700012207031,201,278,152,352.823699951171,341.823699951171,551.700012207031,467.700012207031,157,375.252197265625,330.823699951171,51,51,235
2563200,1296.20300292968,341.700012207031,46,287.459014892578,130,328.62368774414,381.823699951171,515.700012207031,550.523681640625,157,375.252197265625,483.459014892578,51,51,45
2563800,917.243530273437,164.699996948242,46,313.823699951171,42,1148.59997558593,1181.42395019531,394.700012207031,614.363708496093,47,343.700012207031,633.700012207031,51,203,45
2564400,877.243469238281,164.699996948242,86,467.823699951171,42,381,381.823699951171,259,727.103698730468,47,538.700012207031,2494.69995117187,51,241,45
2565000,717.243530273437,164.699996948242,86,559.82373046875,118,403,370,371,653.523681640625,47,538.700012207031,2743.5,51,127,45
2565600,717.243530273437,164.699996948242,117.552207946777,483.823699951171,240,491,338,249,653.523681640625,47,421.700012207031,2946.65209960937,51,206,45
2566200,717.243469238281,110.419998168945,731.352172851562,369.823699951171,288,403,452,170.399993896484,843.523681640625,47,533.700012207031,2872.251953125,117,206,45
2566800,460.543487548828,95,387.552215576171,418.223693847656,232,387.310394287109,376,270,819.323669433593,47,373.700012207031,2648.251953125,161,51,45
2567400,460.543487548828,139,398.552185058593,1566.85900878906,152,425.552185058593,262,324,1720.09997558593,47,183.699996948242,2648.251953125,73,51,83
2568000,650.543518066406,51,232.552200317382,358,152,1225.15197753906,262,46,386.700012207031,157,75.1399993896484,526.252197265625,51,51,235
2568600,650.543518066406,184,77.5522003173828,358,42,425.552185058593,273.823699951171,46,386.700012207031,157,48,681.252197265625,51,241,235
2569200,460.543487548828,184,46,358,42,558.0322265625,273.823699951171,46,541.700012207031,47,275,681.252197265625,131,241,45
2569800,56,29,46,555.799987792968,42,425.552185058593,525.78369140625,236,662.700012207031,47,323,805.052185058593,187,89,45
2570400,56,29,46,561,232,660.575927734375,583.3037109375,236,507.700012207031,47,168,398.941802978515,211,67,45
2571000,56,69,46.0000038146972,288,346,589.375915527343,571.82373046875,122,507.700012207031,47,398,685.523681640625,211,163,45
2571600,191.552200317382,135,236,250,232,558.375915527343,381.823699951171,46,697.700012207031,47,398,710.765502929687,362.552185058593,406,45
2572200,279.552215576171,251.399993896484,244,1049.59997558593,140,558.375915527343,420.065490722656,492.241790771484,697.700012207031,47,248,455.075897216796,392.552185058593,406,45
2572800,433.752197265625,332,345,250,152,1326.42395019531,421.646392822265,510.552185058593,507.700012207031,47,415.252197265625,465.475891113281,2681.55200195312,251,45
2573400,1006.35198974609,350,522,250,86,931.3671875,535.552185058593,422.252197265625,507.700012207031,157,415.252197265625,2486.27587890625,2802.55200195312,548.200012207031,121
2574000,732.375915527343,360.399993896484,513.241821289062,254.494201660156,82,2061.97900390625,535.552185058593,534.252197265625,386.700012207031,157,539.252197265625,1941.07604980468,413.952209472656,999.400024414062,235
2574600,732.375915527343,518,531.375915527343,910.975891113281,122,2168.64111328125,535.552185058593,724.252197265625,541.700012207031,168,570.252197265625,1941.07604980468,416.552185058593,2507,235
2575200,542.375915527343,487,531.375915527343,725.375915527343,213.823699951171,2618.03198242187,604.552185058593,737.252197265625,541.700012207031,192,477.252197265625,512.834228515625,416.552185058593,2507,45
2575800,942.175903320312,363,531.375915527343,1524.97595214843,595.82373046875,2174.23193359375,591.552185058593,706.252197265625,479.700012207031,248,677.852172851562,550.523681640625,422.065490722656,2109.73999023437,45
2576400,678.075927734375,404.799987792968,645.375915527343,535.375915527343,848.3671875,2266.43896484375,376.310394287109,540.941772460937,1586.09997558593,336.399993896484,726.252197265625,636.252197265625,428.375885009765,520.700012207031,45
2577000,743.224609375,352,721.375915527343,535.375915527343,841.919372558593,2947.666015625,413.375885009765,1017.45202636718,576.700012207031,490.420013427734,536.252197265625,794.075927734375,586.77587890625,524.723693847656,109
2577600,656.779907226562,251,721.375915527343,535.375915527343,799.919372558593,3020.26611328125,292.375885009765,980.075927734375,608.252197265625,584.700012207031,1704.09997558593,824.875915527343,538.375915527343,553.523681640625,383.600006103515
2578200,666.252197265625,381.552185058593,686.375915527343,535.375915527343,799.919372558593,3020.26611328125,292.375885009765,838.075927734375,1787.251953125,624.700012207031,516.523681640625,659.075927734375,425.775909423828,1942.92395019531,472.823699951171
2578800,666.252197265625,381.552185058593,686.375915527343,275.646392822265,810.919372558593,3820.26611328125,292.375885009765,677.475891113281,1787.251953125,734.700012207031,547.523681640625,659.075927734375,439.575897216796,620.075927734375,512.82373046875
2579400,990.252197265625,381.552185058593,530.823669433593,527.201782226562,799.095703125,4007.26611328125,444.375885009765,857.075927734375,1787.251953125,712.700012207031,684.523681640625,814.075927734375,1335.97595214843,552.075927734375,626.82373046875
2580000,1794.58203125,381.552185058593,699.585510253906,268.552185058593,799.095703125,2986.65405273437,482.375885009765,857.075927734375,774.893310546875,503.700012207031,684.523681640625,814.075927734375,536.375915527343,552.075927734375,702.82373046875
2580600,1249.8759765625,536.552185058593,531.375915527343,458.552185058593,1045.9189453125,1964.65405273437,298.823699951171,667.075927734375,1110.61901855468,382.700012207031,751.075927734375,653.010375976562,506.404693603515,1775.67602539062,664.823669433593
2581200,812.075927734375,594.832214355468,526.646423339843,458.552185058593,1311.9189453125,1876.65405273437,260.823699951171,635.523681640625,1110.61901855468,503.700012207031,751.075927734375,606.900024414062,524.552185058593,663.616882324218,544.375915527343
2581800,738.875915527343,627.252197265625,721.375915527343,268.552185058593,1222.84704589843,1876.65405273437,370,514.523681640625,924.067199707031,515.523681640625,637.075927734375,480.823699951171,524.552185058593,673.075927734375,410.375915527343
2582400,690.075927734375,418.252197265625,853.855895996093,264.575897216796,966.3671875,1479.91101074218,522.552185058593,787.075927734375,1114.06701660156,515.523681640625,561.075927734375,520.134216308593,513.552185058593,673.075927734375,440.526397705078
2583000,690.075927734375,396.252197265625,607.375915527343,201.375900268554,1041.9189453125,1750.07104492187,534.375915527343,967.075927734375,1114.06701660156,515.523681640625,558.475891113281,592.375915527343,523.01123046875,831.523681640625,398.552185058593
2583600,651.834228515625,356.252197265625,655.375915527343,201.375900268554,931.919372558593,1485.11096191406,534.375915527343,689.075927734375,924.067199707031,658.523681640625,548.075927734375,713.375915527343,294.375885009765,864.523681640625,398.552185058593
2584200,1877.47595214843,196.252197265625,686.375915527343,169.823699951171,527.375915527343,4110.23095703125,724.375915527343,845.252197265625,788.3671875,746.523681640625,703.075927734375,523.375915527343,536.375915527343,699.765502929687,495.35220336914
2584800,678.075927734375,196.252197265625,593.375915527343,169.823699951171,520.281677246093,4094.11108398437,724.375915527343,857.075927734375,768.095703125,702.523681640625,703.075927734375,678.375915527343,536.375915527343,673.075927734375,513.241821289062
2585400,868.075927734375,196.252197265625,531.375915527343,207.823699951171,394.552185058593,4160.35107421875,534.375915527343,667.075927734375,608.095703125,539.723693847656,662.075927734375,678.375915527343,504.823699951171,1024.47595214843,671.552185058593
2586000,868.075927734375,262.252197265625,519.552185058593,359.823699951171,741.281677246093,3984.11108398437,494.375885009765,667.075927734375,763.095703125,515.523681640625,738.075927734375,585.375915527343,504.823699951171,665.981689453125,709.552185058593
2586600,678.075927734375,461.252197265625,519.552185058593,359.823699951171,748.375915527343,3971.11108398437,254.423706054687,594.475891113281,763.095703125,698.0341796875,700.075927734375,500.552185058593,464.823699951171,661.252197265625,593.552185058593
2587200,678.075927734375,280.252197265625,709.552185058593,37,374.823699951171,3971.11108398437,58.4589881896972,635.523681640625,559.695678710937,629.429504394531,548.075927734375,475.310394287109,304.823699951171,661.252197265625,270.752197265625
2587800,432.052185058593,196.252197265625,503.575897216796,37,484.823699951171,681.075927734375,49,891.523681640625,515.2783203125,636.523681640625,548.075927734375,390.552185058593,403,851.252197265625,197.552200317382
2588400,216.941802978515,196.252197265625,410.375885009765,37,1372.22399902343,681.075927734375,125,935.523681640625,272.552185058593,636.523681640625,548.075927734375,345.552185058593,411,838.631286621093,197.552200317382
2589000,191.699996948242,196.252197265625,503.375915527343,37,412.023712158203,681.075927734375,239,692.700012207031,76.2417602539062,680.523681640625,700.711181640625,431.375885009765,284.600006103515,539.252197265625,51.3104400634765
2589600,191.699996948242,357.252197265625,662.175903320312,37,387.823699951171,791.075927734375,163,692.700012207031,51,746.523681640625,570.252197265625,271.375885009765,236.199996948242,694.252197265625,45
2590200,191.699996948242,357.252197265625,624.375915527343,37,387.823699951171,791.075927734375,49,502.700012207031,51,680.523681640625,484.252197265625,236.375900268554,204,694.252197265625,45
2590800,343.700012207031,404.320892333984,531.375915527343,151,573.094177246093,681.075927734375,49,502.700012207031,51,515.523681640625,565.252197265625,236.375900268554,172,420.616912841796,45
2591400,381.700012207031,459.700012207031,531.375915527343,227,837,681.075927734375,49,405.899993896484,206,515.523681640625,392.631286621093,174.375900268554,172,552.075927734375,235
2592000,305.700012207031,427.700012207031,607.375915527343,151,335,1880.47595214843,49,381.700012207031,206,382.700012207031,183.699996948242,191.375900268554,172,552.075927734375,235
2592600,191.699996948242,640.700012207031,721.375915527343,37,401.799987792968,600.064697265625,49,381.700012207031,113,503.700012207031,183.699996948242,185.065505981445,172,742.075927734375,121
2593200,191.699996948242,516.700012207031,600.375915527343,37,273,437.700012207031,239,659.700012207031,241,503.700012207031,183.699996948242,49.8237380981445,161,633.515869140625,45
2593800,191.699996948242,364.700012207031,410.375885009765,37,163,316.700012207031,239,845.523681640625,241,503.700012207031,245.699996948242,38,161,397.444610595703,45
2594400,191.699996948242,1164.30004882812,440.823699951171,37,163,426.700012207031,49,704.523681640625,51,569.700012207031,338.700012207031,190,51,384.823699951171,45
2595000,191.699996948242,364.700012207031,412.823699951171,37,66.1999969482421,426.700012207031,49,514.523681640625,51,613.700012207031,307.700012207031,228,51,373,45
2595600,191.699996948242,430.700012207031,381.823699951171,37,232,195.699996948242,49,514.523681640625,51,350,373.700012207031,276,51,479.200012207031,45
2596200,191.699996948242,434.700012207031,257.823699951171,227,232,195.699996948242,49,514.523681640625,51,168,373.700012207031,193,51,406,45
2596800,381.700012207031,186.699996948242,206,227,308,195.699996948242,49,514.523681640625,144,71.1999969482421,183.699996948242,162,51,249,45
2597400,381.700012207031,164.699996948242,236,75,64,195.699996948242,49,514.523681640625,206,47,183.699996948242,148,51,241,235
2598000,56,195.699996948242,236,37,152,195.699996948242,239,581.064697265625,244,47,75.1399993896484,148,51,241,235
2598600,56,319.700012207031,160,37,86,195.699996948242,239,1005.32098388671,241,47,48,38,161,51,83
2599200,56,164.699996948242,46,37,42,283.700012207031,49,751.252197265625,203,47,203,38,161,51,45
2599800,56,164.699996948242,77,37,42,305.700012207031,49,534.252197265625,51,135,203,38,51,51,45
2600400,56,230.699996948242,201,37,194,195.699996948242,49,534.252197265625,51,157,334,228,51,51,45
2601000,56,274.700012207031,201,37,232,195.699996948242,49,534.252197265625,51,47,238,321,51,51,45
2601600,56,186.699996948242,46,227,308,195.699996948242,49,1733.65197753906,51,47,48,231,51,282,45
2602200,132,164.699996948242,46,227,232,195.699996948242,201,534.252197265625,51,47,48,237,51,396,45
2602800,246,164.699996948242,236,37,152,195.699996948242,239,610.252197265625,206,47,48,148,51,203,45
2603400,246,164.699996948242,236,37,152,195.699996948242,87,863.631286621093,282,47,48,104,51,51,235
2604000,56,226.699996948242,46,37,42,126,49,844.559997558593,241,47,203,38,161,51,235
2604600,56,319.700012207031,46,37,42,170,49,356,165,47,203,38,139,51,45
2605200,96,95,46,37,118,60,49,246,51,157,238,38,51,51,45
2605800,128,139,201,37,232,60,49,206,51,157,238,38,51,51,45
2606400,136,51,201,37,232,60,49,46,51,47,124,290,51,165,45
2607000,136,29,46,227,232,60,239,46,51,47,48,383,51,241,45
