,batt.p,batt.e,batt.de,batt.dp,batt.pd,batt.pc,batt.u,batt.abs_p,mg.p,mg.pout,mg.pin,mg.u,ps.scale_fact,ps.p_scaled,arc3_expanded.f,arc1_expanded.f,arc2_expanded.f,int,batt.soc,batt.inst_cost,mg.instant_cost,inst_obj
2018-04-01 04:15:00+02:00,-1.7999999999999996,18.15,0.0004999999999999999,0.0,0.0,1.7999999999999996,-0.0,0.0,4.699999999999999,4.699999999999999,0.0,1.0,10,0.0,0.0,4.699999999999999,-1.7999999999999996,15.366518933245455,86.42857142857142,0.0,0.00014413333333333333,0.00014413333333333333
2018-04-01 04:30:00+02:00,-1.7999999999999996,18.6,0.0004999999999999999,0.0,0.0,1.7999999999999996,-0.0,0.0,4.71,4.71,0.0,1.0,10,0.0,0.0,4.71,-1.7999999999999996,15.366518933245455,88.57142857142858,0.0,0.00014444000000000002,0.00014444000000000002
2018-04-01 04:45:00+02:00,-1.7999999999999996,19.05,0.0004999999999999999,0.0,0.0,1.7999999999999996,-0.0,0.0,4.734999999999999,4.734999999999999,0.0,1.0,10,0.0,0.0,4.734999999999999,-1.7999999999999996,15.366518933245455,90.71428571428571,0.0,0.00014520666666666666,0.00014520666666666666
2018-04-01 05:00:00+02:00,-1.7999999999999998,19.5,0.0004999999999999999,0.0,0.0,1.7999999999999998,-0.0,0.0,4.76,4.76,0.0,1.0,10,0.0,0.0,4.76,-1.7999999999999998,15.366518933245455,92.85714285714285,0.0,0.00014597333333333333,0.00014597333333333333
2018-04-01 05:15:00+02:00,-1.7999999999999954,19.95,0.0004999999999999987,4.7704895589362195e-18,0.0,1.7999999999999954,-0.0,0.0,4.714999999999995,4.714999999999995,0.0,1.0,10,0.0,0.0,4.714999999999995,-1.7999999999999954,15.366518933245455,95.0,0.0,0.0001445933333333332,0.0001445933333333332
2018-04-01 05:30:00+02:00,0.0,19.95,0.0,0.001999999999999995,0.0,0.0,-0.0,0.001999999999999995,2.87,2.87,0.0,1.0,10,0.0,0.0,2.87,0.0,15.366518933245455,95.0,5.555555555555541e-07,8.801333333333335e-05,8.801333333333335e-05
2018-04-01 05:45:00+02:00,0.0,19.95,0.0,0.0,0.0,0.0,-0.0,0.0,2.88,2.88,0.0,1.0,10,0.0,0.0,2.88,0.0,15.366518933245455,95.0,0.0,8.832000000000001e-05,8.832000000000001e-05
2018-04-01 06:00:00+02:00,2.89,19.2275,-0.0008027777777777778,0.003211111111111111,2.89,0.0,1.0,0.003211111111111111,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,2.89,15.366518933245455,91.55952380952381,8.919753086419754e-07,0.0,0.0
2018-04-01 06:15:00+02:00,2.99,18.479999999999997,-0.0008305555555555556,0.0001111111111111113,2.99,0.0,1.0,0.0001111111111111113,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,2.99,15.366518933245455,87.99999999999999,3.086419753086425e-08,0.0,0.0
2018-04-01 06:30:00+02:00,3.09,17.7075,-0.0008583333333333333,0.00011111111111111087,3.09,0.0,1.0,0.00011111111111111087,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,3.09,15.366518933245455,84.32142857142857,3.086419753086413e-08,0.0,0.0
2018-04-01 06:45:00+02:00,3.1363,16.923424999999998,-0.0008711944444444444,5.144444444444424e-05,3.1363,0.0,1.0,5.144444444444424e-05,0.04330000000000034,0.04330000000000034,0.0,1.0,10,0.0004,0.0004,0.04330000000000034,3.1363,15.366518933245455,80.58773809523808,1.4290123456790066e-08,1.5984916666666792e-06,1.5984916666666792e-06
2018-04-01 07:00:00+02:00,3.1363,16.139349999999997,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,0.13290000000000024,0.13290000000000024,0.0,1.0,10,0.0008,0.0008,0.13290000000000024,3.1363,15.366518933245455,76.8540476190476,0.0,4.906225000000008e-06,4.906225000000008e-06
2018-04-01 07:15:00+02:00,3.1363,15.355274999999995,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,0.5537999999999998,0.5537999999999998,0.0,1.0,10,0.0049,0.0049,0.5537999999999998,3.1363,15.366518933245455,73.12035714285712,0.0,2.0444449999999994e-05,2.0444449999999994e-05
2018-04-01 07:30:00+02:00,3.1363,14.571199999999996,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,0.9746999999999999,0.9746999999999999,0.0,1.0,10,0.009,0.009,0.9746999999999999,3.1363,15.366518933245455,69.38666666666664,0.0,3.5982674999999995e-05,3.5982674999999995e-05
2018-04-01 07:45:00+02:00,3.1363,13.787124999999994,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,3.3528,3.3528,0.0,1.0,10,0.0159,0.0159,3.3528,3.1363,15.366518933245455,65.65297619047615,0.0,0.00012377419999999998,0.00012377419999999998
2018-04-01 08:00:00+02:00,3.1363,13.003049999999995,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,5.731,5.731,0.0,1.0,10,0.022699999999999998,0.022699999999999998,5.731,3.1363,15.366518933245455,61.91928571428568,0.0,0.00021156941666666666,0.00021156941666666666
2018-04-01 08:15:00+02:00,3.1363,12.218974999999997,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,2.8655000000000004,2.8655000000000004,0.0,1.0,10,0.0382,0.0382,2.8655000000000004,3.1363,15.366518933245455,58.18559523809522,0.0,0.00010578470833333334,0.00010578470833333334
2018-04-01 08:30:00+02:00,3.1363,11.434899999999995,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10,0.0537,0.0537,0.0,3.1363,15.366518933245455,54.451904761904736,0.0,0.0,0.0
2018-04-01 08:45:00+02:00,3.1363,10.650824999999994,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,0.0045000000000001705,0.0045000000000001705,0.0,1.0,10,0.0742,0.0742,0.0045000000000001705,3.1363,15.366518933245455,50.71821428571425,0.0,1.661250000000063e-07,1.661250000000063e-07
2018-04-01 09:00:00+02:00,3.1363,9.866749999999993,-0.0008711944444444444,0.0,3.1363,0.0,1.0,0.0,0.009000000000000341,0.009000000000000341,0.0,1.0,10,0.09469999999999999,0.09469999999999999,0.009000000000000341,3.1363,15.366518933245455,46.98452380952377,0.0,3.322500000000126e-07,3.322500000000126e-07
2018-04-01 09:15:00+02:00,3.1065,9.090124999999993,-0.0008629166666666667,-3.311111111111093e-05,3.1065,0.0,1.0,3.311111111111093e-05,0.0,0.0,0.0,1.0,10,0.13849999999999998,0.13849999999999998,0.0,3.1065,15.366518933245455,43.28630952380949,9.19753086419748e-09,0.0,0.0
2018-04-01 09:30:00+02:00,3.0677,8.323199999999995,-0.0008521388888888888,-4.311111111111139e-05,3.0677,0.0,1.0,4.311111111111139e-05,0.0,0.0,0.0,1.0,10,0.1823,0.1823,0.0,3.0677,15.366518933245455,39.63428571428569,1.1975308641975385e-08,0.0,0.0
2018-04-01 09:45:00+02:00,3.0023999999999997,7.572599999999995,-0.0008339999999999999,-7.255555555555574e-05,3.0023999999999997,0.0,1.0,7.255555555555574e-05,0.0,0.0,0.0,1.0,10,0.2576,0.2576,0.0,3.0023999999999997,15.366518933245455,36.059999999999974,2.0154320987654372e-08,0.0,0.0
